venue,date,batter_name,runs,fours,sixes
"Eden Gardens, Kolkata",2025-03-22,de Kock (wk),4,1,0
"Eden Gardens, Kolkata",2025-03-22,Narine,44,5,3
"Eden Gardens, Kolkata",2025-03-22,Ajinkya Rahane (c),56,6,4
"Eden Gardens, Kolkata",2025-03-22,Venkatesh Iyer,6,1,0
"Eden Gardens, Kolkata",2025-03-22,Angkrish Raghuvanshi,30,2,1
"Eden Gardens, Kolkata",2025-03-22,Rinku Singh,12,1,0
"Eden Gardens, Kolkata",2025-03-22,Russell,4,1,0
"Eden Gardens, Kolkata",2025-03-22,Ramandeep Singh,6,0,0
"Eden Gardens, Kolkata",2025-03-22,Harshit Rana,5,1,0
"Eden Gardens, Kolkata",2025-03-22,Spencer Johnson,1,0,0
"Eden Gardens, Kolkata",2025-03-22,Hazlewood,4,2,0
"Eden Gardens, Kolkata",2025-03-22,Yash Dayal,3,1,0
"Eden Gardens, Kolkata",2025-03-22,Rasikh Salam,3,1,0
"Eden Gardens, Kolkata",2025-03-22,Krunal Pandya,4,3,0
"Eden Gardens, Kolkata",2025-03-22,Suyash Sharma,4,1,0
"Eden Gardens, Kolkata",2025-03-22,Livingstone,2,0,0
"Eden Gardens, Kolkata",2025-03-22,Philip Salt,56,9,2
"Eden Gardens, Kolkata",2025-03-22,Virat Kohli,59,4,3
"Eden Gardens, Kolkata",2025-03-22,Devdutt Padikkal,10,1,0
"Eden Gardens, Kolkata",2025-03-22,Rajat Patidar (c),34,5,1
"Eden Gardens, Kolkata",2025-03-22,Liam Livingstone,15,2,1
"Eden Gardens, Kolkata",2025-03-22,Vaibhav Arora,3,1,0
"Eden Gardens, Kolkata",2025-03-22,Spencer Johnson,2.2,0,0
"Eden Gardens, Kolkata",2025-03-22,Varun Chakaravarthy,4,1,0
"Eden Gardens, Kolkata",2025-03-22,Harshit Rana,3,0,0
"Eden Gardens, Kolkata",2025-03-22,Sunil Narine,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Abhishek Sharma,24,5,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Head,67,9,3
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Ishan Kishan,106,11,6
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Nitish Reddy,30,4,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Klaasen (wk),34,5,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Aniket Verma,7,0,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Abhinav Manohar,0,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Cummins (c),0,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Fazalhaq Farooqi,3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,M Theekshana,4,2,2
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Jofra Archer,4,0,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Sandeep Sharma,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Nitish Rana,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Tushar Deshpande,4,3,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Yashasvi Jaiswal,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Sanju Samson,66,7,4
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Riyan Parag (c),4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Nitish Rana,11,2,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Dhruv Jurel (wk),70,5,6
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Shimron Hetmyer,42,1,4
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Shubham Dubey,34,1,4
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Jofra Archer,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Mohammed Shami,3,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Simarjeet Singh,3,2,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Pat Cummins (c),4,0,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Abhishek Sharma,2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Adam Zampa,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-03-23,Harshal Patel,4,2,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Rohit,0,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Rickelton (wk),13,3,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Will Jacks,11,2,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Suryakumar Yadav (c),29,2,1
"MA Chidambaram Stadium, Chennai",2025-03-23,Tilak Varma,31,2,2
"MA Chidambaram Stadium, Chennai",2025-03-23,Robin Minz,3,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Naman Dhir,17,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Santner,11,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,D Chahar,28,2,2
"MA Chidambaram Stadium, Chennai",2025-03-23,Boult,1,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Satyanarayana Raju,1,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Khaleel Ahmed,4,3,1
"MA Chidambaram Stadium, Chennai",2025-03-23,Sam Curran,1,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Nathan Ellis,4,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Ashwin,4,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Ravindra Jadeja,3,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Noor Ahmad,4,4,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Rachin Ravindra,65,2,4
"MA Chidambaram Stadium, Chennai",2025-03-23,Rahul Tripathi,2,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Ruturaj Gaikwad (c),53,6,3
"MA Chidambaram Stadium, Chennai",2025-03-23,Shivam Dube,9,0,1
"MA Chidambaram Stadium, Chennai",2025-03-23,Deepak Hooda,3,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Sam Curran,4,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Ravindra Jadeja,17,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,MS Dhoni (wk),0,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Trent Boult,3,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Deepak Chahar,2,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Satyanarayana Raju,1,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Mitchell Santner,2.1,0,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Will Jacks,4,1,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Vignesh Puthur,4,3,0
"MA Chidambaram Stadium, Chennai",2025-03-23,Naman Dhir,3,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Markram,15,1,1
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mitchell Marsh,72,6,6
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Pooran,75,6,7
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Pant (c & wk),0,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,David Miller,27,1,2
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Ayush Badoni,4,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Thakur,0,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Shahbaz Ahmed,9,1,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Ravi Bishnoi,0,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Digvesh Rathi,0,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mitchell Starc,4,3,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Axar (c),3,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Vipraj Nigam,2,1,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mukesh Kumar,2,1,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Kuldeep Yadav,4,2,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mohit Sharma,4,0,1
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Stubbs,1,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Jake Fraser-McGurk,1,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Faf du Plessis,29,3,2
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Abishek Porel (wk),0,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Sameer Rizvi,4,1,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Axar Patel (c),22,3,1
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Tristan Stubbs,34,1,3
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Ashutosh Sharma,66,5,5
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Vipraj Nigam,39,5,2
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mitchell Starc,2,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Kuldeep Yadav,5,1,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Mohit Sharma,1,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Shardul Thakur,2,2,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Manimaran Siddharth,4,2,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Digvesh Rathi,4,2,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Ravi Bishnoi,4,2,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Prince Yadav,4,0,0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2025-03-24,Shahbaz Ahmed,1.3,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Priyansh Arya,47,7,2
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Prabhsimran (wk),5,1,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Shreyas Iyer (c),97,5,9
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Azmatullah,16,2,1
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Maxwell,0,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Stoinis,20,1,2
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Shashank Singh,44,6,2
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Siraj,4,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Rabada,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Arshad Khan,1,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Rashid Khan,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Prasidh,3,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Sai Kishore,4,3,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Sai Sudharsan,74,5,6
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Shubman Gill (c),33,2,3
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Jos Buttler (wk),54,4,2
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Sherfane Rutherford,46,4,3
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Rahul Tewatia,6,0,1
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Shahrukh Khan,6,0,1
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Arshad Khan,1,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Arshdeep Singh,4,2,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Azmatullah Omarzai,2,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Marco Jansen,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Glenn Maxwell,2,1,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Marcus Stoinis,2,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Yuzvendra Chahal,3,0,0
"Narendra Modi Stadium, Ahmedabad",2025-03-25,Vijaykumar Vyshak,3,0,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Yashasvi Jaiswal,29,2,2
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Samson,13,2,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Riyan Parag (c),25,0,3
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Nitish Rana,8,0,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,W Hasaranga,4,0,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Dhruv Jurel (wk),33,5,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Shubham Dubey,9,1,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Hetmyer,7,1,0
"Barsapara Cricket Stadium, Guwahati",2025-03-26,Jofra Archer,16,0,2
"Barsapara Cricket Stadium, Guwahati",2025-03-26,M Theekshana,1,0,0
